City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
388,lake cowichan,61,ID,1602037169,65,-8.47,140.33,85.21,10.94
389,punta cardon,1,US,1602037038,69,33.87,-118.08,78.01,5.82
390,constitucion,100,KZ,1602037289,95,52.83,70.78,37.81,14.9
391,acapulco,0,PK,1602037292,32,34.78,72.36,65.89,6.15
392,samarai,100,AU,1602037294,79,-34.73,135.87,52.3,13.6
393,grand river south east,20,ID,1602037296,70,-8.65,115.22,86,9.17
394,balkanabat,0,AU,1602037298,15,-20.32,118.57,77,18.34
395,coalinga,99,UZ,1602037086,61,40.43,71.72,48.2,2.24
396,atambua,56,ES,1602037302,77,39.89,4.27,68,10.29
397,miles city,0,AU,1602037304,30,-22,148.05,83.66,14.79
398,mahajanga,100,SE,1602037306,93,63.18,14.64,50,9.17
399,rambha,90,CA,1602037309,76,46.82,-72.5,53.6,10.29
400,gornopravdinsk,40,IE,1602037311,87,53.58,-6.11,48,12.75
401,kamloops,20,DE,1602037313,93,52.98,9.83,51.01,10.29
402,salta,100,PG,1602037315,62,-2.67,141.3,86.83,8.55
403,soyo,99,RU,1602037317,87,53.91,86.72,32.74,16.62
404,payo,100,RU,1602037319,95,64.57,30.58,50.7,9.55
405,deli tua,0,RU,1602037183,53,53.75,127.27,46.94,2.82
406,palabuhanratu,90,US,1602037324,80,71.29,-156.79,30.2,4.7
407,mildura,0,IN,1602037326,53,34.17,77.58,41,3.6
408,nieuw amsterdam,75,US,1602037296,39,44.19,-88.46,63,16.11
409,kletskaya,40,PG,1602037330,62,-9.44,147.18,89.6,23.04
410,lompoc,5,RU,1602037332,97,59.14,68.9,26.82,6.06
411,ankang,0,KG,1602037334,52,41.87,72.94,47.88,0.36
412,coahuayana,93,IN,1602037338,94,25.52,90.22,76.75,4.09
413,oktyabrskiy,0,GL,1602037343,81,61.99,-49.67,27.82,6.89
414,general roca,41,GF,1602037345,83,5.66,-53.78,80.94,10.94
415,antsohihy,100,CZ,1602037347,100,49.31,15.39,48.99,11.95
416,caravelas,50,RU,1602037349,62,52.46,44.22,42.94,4.45
417,beidao,17,TZ,1602037351,95,-10.57,38.8,66.58,1.25
418,sri aman,1,ML,1602037353,19,22.68,-3.98,92.3,7.7
419,zhanaozen,27,US,1602037355,94,40.8,-124.16,57,4.5
420,souillac,20,EC,1602037357,87,-0.5,-78.57,55.4,3.36
421,merauke,4,MM,1602037360,86,17.95,96.73,81.07,1.28
422,artesia,65,PE,1602037362,82,-11.1,-77.61,62.69,5.19
423,stepnyak,100,GB,1602037097,76,50.47,-4.72,53.6,21.92
424,mingaora,12,IN,1602037366,78,21.12,70.12,79.75,8.37
425,port lincoln,20,MY,1602037368,83,1.55,110.33,82.4,2.24
426,denpasar,91,PE,1602037370,45,-12.6,-69.18,82.81,1.68
427,port hedland,75,KR,1602037152,39,37.57,126.98,62.6,4.7
428,komsomolskiy,75,JP,1602037376,74,28.37,129.48,80.6,25.28
429,mao,93,MV,1602037375,74,0.53,72.93,82.67,9.26
430,moranbah,100,NG,1602037381,88,7.27,8.93,71.47,3.62
431,ostersund,100,RU,1602037385,43,53.05,158.65,55.4,17.9
432,sainte-thecle,0,CA,1602037387,100,47.17,-55.15,48.99,9.31
433,skerries,0,MX,1602037389,74,20.03,-96.63,74.95,10.6
434,soltau,11,PE,1602037391,72,-16.57,-69.04,47.19,11.79
435,vanimo,63,AU,1602037202,50,-41.45,147.17,64,6.93
436,prokopyevsk,0,MX,1602037396,75,18.7,-95.5,78.22,14.07
437,kostomuksha,100,VE,1602037398,73,8.62,-71.65,77.76,3.85
438,zeya,20,JP,1602037400,57,31.42,130.32,75.2,4.7
439,barrow,40,RO,1602037402,100,44.63,26.88,61,4.7
440,leh,90,RU,1602037404,92,66.42,112.4,26.6,4.47
441,neenah,40,CA,1602037406,71,50.7,-127.42,55.4,8.05
442,port moresby,100,MX,1602037408,90,31.9,-116.68,71.01,1.01
443,uvat,0,RU,1602037410,83,47.51,42.15,46.85,13.53
444,toktogul,100,RU,1602037413,82,53.75,84.92,34.56,18.28
445,labutta,75,PT,1602037415,82,37.72,-25.43,68,5.82
446,tura,89,IN,1602037419,83,28.07,95.33,77.74,0.34
447,tartki,100,RU,1602037179,93,60.38,92.63,32.13,11.23
448,paamiut,0,KZ,1602037425,69,42.91,73.27,39.76,1.28
449,mana,2,RU,1602037427,69,67.63,134.63,37.65,5.75
450,batelov,65,AR,1602037432,76,-31.39,-58.02,60.01,6.04
451,serdobsk,3,KZ,1602037434,58,41.25,67.97,42.53,7.92
452,lukuledi,40,HN,1602037436,69,15.77,-88.03,80.6,2.24
453,taoudenni,75,ES,1602037440,88,28.5,-13.86,71.6,10.29
454,eureka,1,TR,1602037442,37,40.74,34.47,61.93,3.15
455,machachi,3,PG,1602037179,52,-6.22,155.63,87.04,5.06
456,nyaunglebin,99,ZA,1602037449,82,-23.04,29.9,62.67,9.53
457,hualmay,52,PG,1602037451,60,-3.14,142.35,87.69,7.61
458,bodmin,0,CN,1602037453,42,36.09,111.52,61.99,1.66
459,mangrol,0,MX,1602037455,64,23.17,-97.95,72,5.68
460,kuching,40,CA,1602037459,93,46.24,-60.22,51.01,6.93
461,puerto maldonado,81,CO,1602037461,82,8.31,-75.14,75.22,2.28
462,seoul,0,CN,1602037463,43,42.91,129.51,56.53,2.01
463,meyungs,0,BR,1602037466,48,-11.09,-43.14,75.63,5.88
464,naze,75,AU,1602037468,37,-20.73,139.5,82.4,8.05
465,thinadhoo,23,ID,1602037470,55,-8.61,120.47,77.54,1.74
466,chichi,8,BR,1602037472,100,-8.62,-37.16,61.45,6.85
467,kuche,0,TR,1602037474,66,39.92,32.85,66.99,1.95
468,petropavlovsk-kamchatskiy,41,GH,1602037476,89,4.87,-2.24,76.66,9.75
469,marystown,100,UA,1602037478,77,46.26,33.29,62.76,8.23
470,vega de alatorre,0,CN,1602037480,61,50.78,121.52,41.79,4.05
471,desaguadero,0,GL,1602037483,89,66.94,-53.67,23.68,9.6
472,launceston,0,AR,1602037485,95,-36.31,-57.68,49.59,7.11
473,mundo nuevo,40,BR,1602037487,94,-5.2,-35.46,73.4,4.7
474,el vigia,100,ID,1602037489,60,-3.94,122.5,88.79,0.67
475,kaseda,75,US,1602037491,10,32.77,-108.28,68,4.72
476,balaciu,75,CA,1602037493,42,60.72,-135.05,48.2,9.17
477,udachnyy,40,DZ,1602037497,87,36.26,2.75,53.6,2.24
478,port hardy,100,IN,1602037269,74,11.67,92.75,82.89,10.71
479,el sauzal,0,BR,1602037502,81,-3.28,-39.27,77.95,11.27
480,volgodonsk,90,US,1602037504,51,43.21,-75.46,60.8,3.36
481,sorokino,100,PG,1602037506,49,-8.75,148.25,90.39,5.79
482,vila franca do campo,0,BR,1602037508,75,-11.43,-40.59,68.16,3.2
483,wulanhaote,0,PE,1602037510,82,-4.27,-81.21,63.52,14.34
484,pasighat,8,PK,1602037512,70,25.05,61.74,80.28,4.16
485,teya,40,GH,1602037427,94,5.58,-0.11,77,9.17
486,karauzyak,4,MU,1602037517,85,-20.01,57.66,72,3
487,oytal,95,BR,1602037519,65,-8.26,-49.26,79.79,3.53
488,batagay,100,RU,1602037521,79,58.48,43.41,48.33,3.47
489,deh rawud,53,GH,1602037523,91,4.88,-1.76,75.96,9.64
490,concordia,0,CA,1602037525,88,48.65,-53.11,44.01,3
491,chardara,100,PA,1602037527,80,9.44,-78.59,81.03,3.98
492,omoa,1,MM,1602037530,77,20.18,94.88,82.11,3.78
493,karaul,100,PH,1602037534,75,11,122.67,84.6,2.13
494,puerto del rosario,57,US,1602037536,93,43.9,-70.47,55,7.34
495,iskilip,100,SS,1602037538,94,7.7,28,72,4.25
496,tumannyy,4,CA,1602037540,95,45.62,-62,51.01,9.75
497,kieta,90,US,1602037544,100,37.46,-122.43,68,6.93
498,louis trichardt,75,RU,1602037549,87,45.46,41.97,51.8,26.84
499,aitape,75,BR,1602037551,88,-27.16,-48.55,69.01,8.05
500,linfen,20,CN,1602037555,54,25.02,118.29,78.8,17.9
501,nuevo progreso,54,CL,1602037557,81,-29.95,-71.34,53.6,2.24
502,bolshiye klyuchishchi,20,GF,1602037559,100,4.93,-52.33,77,2.24
503,sydney mines,100,SS,1602037562,93,9.53,31.66,71.31,1.59
504,ayapel,0,UA,1602037566,51,48.35,38.05,52.09,13.29
505,yanji,88,RU,1602037568,87,68.05,166.44,29.01,1.05
506,barra,100,TR,1602037570,31,37.92,28.32,73.65,1.72
507,mount isa,95,VE,1602037572,90,9.33,-69.12,74.48,0.69
508,ruteng,75,AU,1602037407,67,-23.7,133.88,62.6,9.17
509,buique,90,RU,1602037576,64,52.8,104.75,35.6,11.18
510,ankara,6,RU,1602037579,93,61.36,63.58,30.87,6.93
511,axim,75,AU,1602037581,49,-13.85,136.42,89.6,9.17
512,kalanchak,100,IS,1602037583,94,64.25,-15.21,47.44,8.16
513,genhe,0,BR,1602037585,24,-15.97,-54.97,83.8,3.83
514,sisimiut,50,KG,1602037587,76,41.17,75.81,35.96,0.65
515,dolores,0,ET,1602037589,64,12.51,39.52,50.86,1.7
516,touros,100,PH,1602037591,72,9.14,117.78,85.05,8.61
517,kendari,40,PA,1602037593,88,9.52,-79.03,79,4.7
518,silver city,40,CL,1602037596,86,-45.58,-72.07,37.4,2.24
519,whitehorse,75,JP,1602037598,53,35.5,134.23,71.6,20.8
520,opobo,100,NO,1602037600,71,66.31,14.14,55.99,1.99
521,medea,13,TD,1602037602,58,13.47,22.2,76.64,6.24
522,port blair,40,IE,1602037604,87,51.72,-9.12,46.4,8.05
523,trairi,8,BS,1602037606,77,26.54,-77.06,82.92,16.51
524,roma,72,KZ,1602037608,56,48.83,58.14,41.77,8.88
525,popondetta,23,CA,1602037610,73,60.75,-137.51,39.69,2.68
526,miguel calmon,88,GB,1602037613,88,53.11,-3.32,52,4
527,el alto,100,ES,1602037615,100,43.27,-7.54,63,7
528,jiwani,40,GD,1602037617,94,12.06,-61.75,77,8.25
529,teshie,40,US,1602037590,24,34.06,-117.18,93.2,8.05
530,grand gaube,1,US,1602037480,50,36.2,-119.09,75.99,4.07
531,conceicao do araguaia,40,IN,1602037625,94,8.13,77.3,80.6,4.7
532,parfenyevo,1,US,1602037547,82,41.71,-70.23,61,9.17
533,takoradi,15,KZ,1602037630,89,47.97,80.44,26.08,10.04
534,bonavista,73,SL,1602037632,100,9.02,-10.6,66.65,1.36
535,nargana,0,NE,1602037634,13,18.69,12.92,85.42,6.89
536,minbu,99,ZW,1602037636,83,-17.4,32.23,60.66,5.08
537,uzumlu,72,RU,1602037638,98,65.7,82.47,23.38,10.98
538,dingle,26,RU,1602037640,98,56.89,74.37,27.91,7.92
539,raymond,0,SY,1602037642,54,35.3,37.18,63.55,4
540,waw,20,JP,1602037644,47,31.6,131.37,77,20.8
541,antigonish,93,NG,1602037647,74,11.68,10.19,78.33,10.47
542,balykshi,0,NZ,1602037649,56,-35.1,173.78,66.52,4.07
543,half moon bay,47,BW,1602037651,81,-24.02,21.87,60.44,8.16
544,viligili,0,FI,1602037653,87,60.38,25.27,53.6,10.29
545,donskoye,9,AR,1602037655,56,-32.41,-63.24,55,4
546,porto belo,1,US,1602037657,22,40.74,-114.07,64.4,3.11
